है	O,O,O
.	O,O,O

दक्षिण	B-LOCATION,B-PLACE,B-NATION
अफ्रीका	I-LOCATION,I-PLACE,I-NATION
]	O,O,O
]	O,O,O
,	O,O,O
में	O,O,O
भारतीय	O,O,O
समुदाय	O,O,O
के	O,O,O
लोगों	O,O,O
के	O,O,O
नागरिक	O,O,O
अधिकारों	O,O,O
के	O,O,O
लिए	O,O,O
संघर्ष	O,O,O
हेतु	O,O,O
प्रयुक्त	O,O,O
किया	O,O,O
.	O,O,O

1915	B-YEAR,O,O
में	O,O,O
उनकी	O,O,O
वापसी	O,O,O
के	O,O,O
बाद	O,O,O
उन्होंने	O,O,O
भारत	O,O,O
में	O,O,O
किसानों	O,O,O
,	O,O,O
कृषि	O,O,O
मजदूरों	O,O,O
और	O,O,O
शहरी	O,O,O
श्रमिकों	O,O,O
को	O,O,O
अत्याधिक	O,O,O
भूमि	O,O,O
कर	O,O,O
और	O,O,O
भेदभाव	O,O,O
के	O,O,O
विरूद्ध	O,O,O
आवाज	O,O,O
उठाने	O,O,O
के	O,O,O
लिए	O,O,O
एकजुट	O,O,O
किया	O,O,O
.	O,O,O

अस्पृश्‍यता	O,O,O
]	O,O,O
]	O,O,O
का	O,O,O
अंत	O,O,O
आदि	O,O,O
के	O,O,O
लिए	O,O,O
बहुत	O,O,O
से	O,O,O
आंदोलन	O,O,O
चलाएं	O,O,O
.	O,O,O

दक्षिण	B-LOCATION,B-PLACE,B-NATION
अफ्रीका	I-LOCATION,I-PLACE,I-NATION
और	O,O,O
भारत	B-LOCATION,B-PLACE,B-NATION
में	O,O,O
विभिन्न	O,O,O
अवसरों	O,O,O
पर	O,O,O
कई	O,O,O
वर्षों	O,O,O
तक	O,O,O
उन्हें	O,O,O
जेल	O,O,O
में	O,O,O
रहना	O,O,O
पड़ा	O,O,O
.	O,O,O

चरखे	O,O,O
]	O,O,O
]	O,O,O
पर	O,O,O
सूत	O,O,O
कात	O,O,O
कर	O,O,O
हाथ	O,O,O
से	O,O,O
बनाया	O,O,O
था	O,O,O
.	O,O,O

1869	B-YEAR,O,O
]	O,O,O
]	O,O,O
.	O,O,O

एक	O,O,O
तटीय	O,O,O
शहर	O,O,O
में	O,O,O
हुआ	O,O,O
.	O,O,O

दीवान	O,O,O
]	O,O,O
]	O,O,O
'	O,O,O
'	O,O,O
अर्थात	O,O,O
प्रधान	O,O,O
मंत्री	O,O,O
थे	O,O,O
.	O,O,O

वैष्णव	O,O,O
]	O,O,O
]	O,O,O
हिंदू	O,O,O
समुदाय	O,O,O
की	O,O,O
उनकी	O,O,O
माता	O,O,O
पुतलीबाई	B-PERSON,B-INDIVIDUAL,O
करमचंद	I-PERSON,I-INDIVIDUAL,O
की	O,O,O
चौथी	B-COUNT,O,O
पत्नी	O,O,O
थी	O,O,O
,	O,O,O
उनकी	O,O,O
पहली	O,O,O
तीन	O,O,O
पत्नियाँ	O,O,O
प्रसव	O,O,O
के	O,O,O
समय	O,O,O
मर	O,O,O
गई	O,O,O
थीं	O,O,O
.	O,O,O

जैन	O,O,O
]	O,O,O
]	O,O,O
पंरपराओं	O,O,O
के	O,O,O
कारण	O,O,O
युवा	O,O,O
मोहनदास	B-PERSON,B-INDIVIDUAL,O
पर	O,O,O
वे	O,O,O
प्रभाव	O,O,O
प्रारम्भ	O,O,O
मे	O,O,O
ही	O,O,O
पड़	O,O,O
गए	O,O,O
,	O,O,O
जो	O,O,O
उनके	O,O,O
जीवन	O,O,O
में	O,O,O
महत्वपूर्ण	O,O,O
भूमिका	O,O,O
निभाने	O,O,O
वाले	O,O,O
थे	O,O,O
.	O,O,O

कस्तूरबा	B-PERSON,B-INDIVIDUAL,O
माखनजी	I-PERSON,I-INDIVIDUAL,O
]	O,O,O
]	O,O,O
से	O,O,O
कर	O,O,O
दिया	O,O,O
गया	O,O,O
जिनका	O,O,O
पहला	O,O,O
नाम	O,O,O
छोटा	O,O,O
करके	O,O,O
'	O,O,O
'	O,O,O
कस्तूरबा	B-PERSON,B-INDIVIDUAL,O
'	O,O,O
'	O,O,O
था	O,O,O
और	O,O,O
उसे	O,O,O
लोग	O,O,O
प्यार	O,O,O
से	O,O,O
'	O,O,O
'	O,O,O
बा	O,O,O
'	O,O,O
'	O,O,O
कहते	O,O,O
थे	O,O,O
.	O,O,O

देवदास	B-PERSON,B-INDIVIDUAL,O
]	O,O,O
]	O,O,O
1900	B-YEAR,O,O
में	O,O,O
जन्में	O,O,O
,	O,O,O
पोरबंदर	B-LOCATION,B-PLACE,O
में	O,O,O
उनके	O,O,O
मिडिल	O,O,O
स्कूल	O,O,O
और	O,O,O
राजकोट	B-LOCATION,B-PLACE,O
में	O,O,O
उनके	O,O,O
हाई	O,O,O
स्कूल	O,O,O
दोनों	O,O,O
में	O,O,O
ही	O,O,O
शैक्षणिक	O,O,O
स्तर	O,O,O
पर	O,O,O
गांधी	B-PERSON,B-INDIVIDUAL,O
जी	I-PERSON,I-INDIVIDUAL,O
एक	O,O,O
औसत	O,O,O
छात्र	O,O,O
रहे	O,O,O
.	O,O,O

4	O,O,O
सिंतबर	B-MONTH,O,O
]	O,O,O
]	O,O,O
1888	B-YEAR,O,O
.	O,O,O

लंदन	B-LOCATION,B-PLACE,B-NATION
]	O,O,O
]	O,O,O
में	O,O,O
बिताए	O,O,O
गए	O,O,O
समय	O,O,O
को	O,O,O
काफी	O,O,O
प्रभावित	O,O,O
किया	O,O,O
.	O,O,O

हालांकि	O,O,O
गांधी	B-PERSON,B-INDIVIDUAL,O
जी	I-PERSON,I-INDIVIDUAL,O
ने	O,O,O
'	O,O,O
'	O,O,O
अंग्रेजी	O,O,O
'	O,O,O
'	O,O,O
रीति	O,O,O
रिवाजों	O,O,O
का	O,O,O
अनुभव	O,O,O
भी	O,O,O
किया	O,O,O
जैसे	O,O,O
उदाहरण	O,O,O
के	O,O,O
तौर	O,O,O
पर	O,O,O
नृत्य	O,O,O
कक्षाओं	O,O,O
में	O,O,O
जाना	O,O,O
फिर	O,O,O
भी	O,O,O
वह	O,O,O
अपनी	O,O,O
मकान	O,O,O
मालकिन	O,O,O
द्वारा	O,O,O
मांस	O,O,O
एवं	O,O,O
पत्ता	O,O,O
गोभी	O,O,O
को	O,O,O
हजम	O,O,O
.	O,O,O

नहीं	O,O,O
कर	O,O,O
सके	O,O,O
.	O,O,O

उन्होंने	O,O,O
कुछ	O,O,O
शाकाहारी	O,O,O
भोजनालयों	O,O,O
की	O,O,O
ओर	O,O,O
इशारा	O,O,O
किया	O,O,O
.	O,O,O

शाकाहारी	O,O,O
]	O,O,O
]	O,O,O
भोजन	O,O,O
का	O,O,O
अपना	O,O,O
भोजन	O,O,O
स्वीकार	O,O,O
किया	O,O,O
.	O,O,O

शाकाहारी	O,O,O
समाज	O,O,O
]	O,O,O
]	O,O,O
की	O,O,O
सदस्यता	O,O,O
ग्रहण	O,O,O
की	O,O,O
और	O,O,O
इसकी	O,O,O
कार्यकारी	O,O,O
समिति	O,O,O
के	O,O,O
लिए	O,O,O
उसका	O,O,O
चयन	O,O,O
भी	O,O,O
हो	O,O,O
गया	O,O,O
जहां	O,O,O
इन्होंने	O,O,O
एक	O,O,O
स्थानीय	O,O,O
अध्याय	O,O,O
की	O,O,O
नींव	O,O,O
रखी	O,O,O
.	O,O,O

बाद	O,O,O
में	O,O,O
उन्होने	O,O,O
संस्थाएं	O,O,O
गठित	O,O,O
करने	O,O,O
में	O,O,O
महत्वपूर्ण	O,O,O
अनुभव	O,O,O
का	O,O,O
परिचय	O,O,O
देते	O,O,O
हुए	O,O,O
इसे	O,O,O
श्रेय	O,O,O
दिया	O,O,O
.	O,O,O

हिंदु	O,O,O
]	O,O,O
]	O,O,O
साहित्य	O,O,O
के	O,O,O
अध्ययन	O,O,O
के	O,O,O
लिए	O,O,O
समर्पित	O,O,O
किया	O,O,O
गया	O,O,O
था	O,O,O
.	O,O,O

भगवदगीता	B-ARTIFACT,O,O
]	O,O,O
]	O,O,O
'	O,O,O
'	O,O,O
पढ़ने	O,O,O
के	O,O,O
लिए	O,O,O
प्रेरित	O,O,O
किया	O,O,O
.	O,O,O

के	O,O,O
बारे	O,O,O
में	O,O,O
पढ़ने	O,O,O
से	O,O,O
पहले	O,O,O
गांधी	B-PERSON,B-INDIVIDUAL,O
जी	I-PERSON,I-INDIVIDUAL,O
ने	O,O,O
धर्म	O,O,O
में	O,O,O
विशेष	O,O,O
रूचि	O,O,O
नहीं	O,O,O
दिखाई	O,O,O
.	O,O,O

मुंबई	B-LOCATION,B-PLACE,B-CITY
]	O,O,O
]	O,O,O
में	O,O,O
वकालत	O,O,O
करने	O,O,O
में	O,O,O
उन्हें	O,O,O
कोई	O,O,O
खास	O,O,O
सफलता	O,O,O
नहीं	O,O,O
मिली	O,O,O
.	O,O,O

बाद	O,O,O
में	O,O,O
एक	O,O,O
हाई	O,O,O
स्कूल	O,O,O
शिक्षक	O,O,O
के	O,O,O
रूप	O,O,O
में	O,O,O
अंशकालिक	O,O,O
नौकरी	O,O,O
के	O,O,O
लिए	O,O,O
अस्वीकार	O,O,O
कर	O,O,O
दिए	O,O,O
जाने	O,O,O
पर	O,O,O
उन्होंने	O,O,O
याचिकों	O,O,O
के	O,O,O
लिए	O,O,O
मुकदमे	O,O,O
लिखने	O,O,O
के	O,O,O
लिए	O,O,O
राजकोट	B-LOCATION,B-PLACE,O
को	O,O,O
ही	O,O,O
अपना	O,O,O
मुकाम	O,O,O
बना	O,O,O
लिया	O,O,O
किंतु	O,O,O
एक	O,O,O
अंग्रेज	O,O,O
अधिकारी	O,O,O
की	O,O,O
मूर्खता	O,O,O
के	O,O,O
कारण	O,O,O
उसे	O,O,O
यह	O,O,O
कारोबार	O,O,O
भी	O,O,O
छोड़ना	O,O,O
पड़ा	O,O,O
.	O,O,O

अपनी	O,O,O
आत्मकथा	O,O,O
में	O,O,O
,	O,O,O
उन्होंने	O,O,O
इस	O,O,O
घटना	O,O,O
का	O,O,O
वर्णन	O,O,O
उन्होंने	O,O,O
अपने	O,O,O
बड़े	O,O,O
भाई	O,O,O
की	O,O,O
ओर	O,O,O
से	O,O,O
परोपकार	O,O,O
की	O,O,O
असफल	O,O,O
कोशिश	O,O,O
के	O,O,O
रूप	O,O,O
में	O,O,O
किया	O,O,O
है	O,O,O
.	O,O,O

दक्षिणी	B-LOCATION,B-PLACE,B-NATION
अफ्रीका	I-LOCATION,I-PLACE,I-NATION
]	O,O,O
]	O,O,O
जो	O,O,O
तब	O,O,O
अंग्रेजी	O,O,O
साम्राज्य	O,O,O
का	O,O,O
भाग	O,O,O
होता	O,O,O
था	O,O,O
में	O,O,O
एक	O,O,O
वर्ष	O,O,O
का	O,O,O
करार	O,O,O
स्वीकार	O,O,O
लिया	O,O,O
था	O,O,O
.	O,O,O

दक्षिण	B-LOCATION,B-PLACE,B-NATION
अफ्रीका	I-LOCATION,I-PLACE,I-NATION
]	O,O,O
]	O,O,O
में	O,O,O
(	O,O,O
1895	B-YEAR,O,O
)	O,O,O
]	O,O,O
]	O,O,O
दक्षिण	B-LOCATION,B-PLACE,B-NATION
अफ्रीका	I-LOCATION,I-PLACE,I-NATION
में	O,O,O
गान्धी	B-PERSON,B-INDIVIDUAL,O
को	O,O,O
भारतीयों	O,O,O
पर	O,O,O
भेदभाव	O,O,O
का	O,O,O
सामना	O,O,O
करना	O,O,O
पड़ा	O,O,O
.	O,O,O

आरम्भ	O,O,O
में	O,O,O
उन्हें	O,O,O
प्रथम	B-COUNT,O,O
श्रेणी	I-COUNT,O,O
कोच	O,O,O
की	O,O,O
वैध	O,O,O
टिकट	O,O,O
होने	O,O,O
के	O,O,O
बाद	O,O,O
तीसरी	B-COUNT,O,O
श्रेणी	I-COUNT,O,O
के	O,O,O
डिब्बे	O,O,O
में	O,O,O
जाने	O,O,O
से	O,O,O
इन्कार	O,O,O
करने	O,O,O
के	O,O,O
लिए	O,O,O
ट्रेन	O,O,O
से	O,O,O
बाहर	O,O,O
फेंक	O,O,O
दिया	O,O,O
गया	O,O,O
था	O,O,O
.	O,O,O

इतना	O,O,O
ही	O,O,O
नहीं	O,O,O
पायदान	O,O,O
पर	O,O,O
शेष	O,O,O
यात्रा	O,O,O
करते	O,O,O
हुए	O,O,O
एक	O,O,O
यूरोपियन	O,O,O
यात्री	O,O,O
के	O,O,O
अन्दर	O,O,O
आने	O,O,O
पर	O,O,O
चालक	O,O,O
की	O,O,O
मार	O,O,O
भी	O,O,O
झेलनी	O,O,O
पड़ी	O,O,O
.	O,O,O

उन्होंने	O,O,O
अपनी	O,O,O
इस	O,O,O
यात्रा	O,O,O
में	O,O,O
अन्य	O,O,O
भी	O,O,O
कई	O,O,O
कठिनाइयों	O,O,O
का	O,O,O
सामना	O,O,O
किया	O,O,O
.	O,O,O

अफ्रीका	B-LOCATION,B-PLACE,B-NATION
में	O,O,O
कई	O,O,O
होटलों	O,O,O
को	O,O,O
उनके	O,O,O
लिए	O,O,O
वर्जित	O,O,O
कर	O,O,O
दिया	O,O,O
गया	O,O,O
.	O,O,O

इसी	O,O,O
तरह	O,O,O
ही	O,O,O
बहुत	O,O,O
सी	O,O,O
घटनाओं	O,O,O
में	O,O,O
से	O,O,O
एक	O,O,O
यह	O,O,O
भी	O,O,O
थी	O,O,O
जिसमें	O,O,O
अदालत	O,O,O
के	O,O,O
न्यायाधीश	O,O,O
ने	O,O,O
उन्हें	O,O,O
अपनी	O,O,O
पगड़ी	O,O,O
उतारने	O,O,O
का	O,O,O
आदेश	O,O,O
दिया	O,O,O
था	O,O,O
जिसे	O,O,O
उन्होंने	O,O,O
नहीं	O,O,O
माना	O,O,O
.	O,O,O

ये	O,O,O
सारी	O,O,O
घटनाएँ	O,O,O
गान्धी	B-PERSON,B-INDIVIDUAL,O
के	O,O,O
जीवन	O,O,O
में	O,O,O
एक	O,O,O
मोड़	O,O,O
बन	O,O,O
गईं	O,O,O
और	O,O,O
विद्यमान	O,O,O
सामाजिक	O,O,O
अन्याय	O,O,O
के	O,O,O
प्रति	O,O,O
जागरुकता	O,O,O
का	O,O,O
कारण	O,O,O
बनीं	O,O,O
तथा	O,O,O
सामाजिक	O,O,O
सक्रियता	O,O,O
की	O,O,O
व्याख्या	O,O,O
करने	O,O,O
में	O,O,O
मददगार	O,O,O
सिद्ध	O,O,O
हुईं	O,O,O
.	O,O,O

दक्षिण	B-LOCATION,B-PLACE,B-NATION
अफ्रीका	I-LOCATION,I-PLACE,I-NATION
में	O,O,O
भारतीयों	O,O,O
पर	O,O,O
हो	O,O,O
रहे	O,O,O
अन्याय	O,O,O
को	O,O,O
देखते	O,O,O
हुए	O,O,O
गान्धी	B-PERSON,B-INDIVIDUAL,O
ने	O,O,O
अंग्रेजी	O,O,O
साम्राज्य	O,O,O
के	O,O,O
अन्तर्गत	O,O,O
अपने	O,O,O
देशवासियों	O,O,O
के	O,O,O
सम्मान	O,O,O
तथा	O,O,O
देश	O,O,O
में	O,O,O
स्वयं	O,O,O
अपनी	O,O,O
स्थिति	O,O,O
के	O,O,O
लिए	O,O,O
प्रश्न	O,O,O
उठाये	O,O,O
.	O,O,O

बदले	O,O,O
में	O,O,O
अंग्रेजों	O,O,O
ने	O,O,O
जूलू	O,O,O
के	O,O,O
खिलाफ	O,O,O
युद्ध	O,O,O
छेड़	O,O,O
दिया	O,O,O
.	O,O,O

गांधी	O,O,O
जी	O,O,O
ने	O,O,O
भारतीयों	O,O,O
को	O,O,O
भर्ती	O,O,O
करने	O,O,O
के	O,O,O
लिए	O,O,O
ब्रिटिश	O,O,O
अधिकारियों	O,O,O
को	O,O,O
सक्रिय	O,O,O
रूप	O,O,O
से	O,O,O
प्रेरित	O,O,O
किया	O,O,O
.	O,O,O

उनका	O,O,O
तर्क	O,O,O
था	O,O,O
अपनी	O,O,O
नागरिकता	O,O,O
के	O,O,O
दावों	O,O,O
को	O,O,O
कानूनी	O,O,O
जामा	O,O,O
पहनाने	O,O,O
के	O,O,O
लिए	O,O,O
भारतीयों	O,O,O
को	O,O,O
युद्ध	O,O,O
प्रयासों	O,O,O
में	O,O,O
सहयोग	O,O,O
देना	O,O,O
चाहिए	O,O,O
.	O,O,O

तथापि	O,O,O
,	O,O,O
अंग्रेजों	O,O,O
ने	O,O,O
अपनी	O,O,O
सेना	O,O,O
में	O,O,O
भारतीयों	O,O,O
को	O,O,O
पद	O,O,O
देने	O,O,O
से	O,O,O
इंकार	O,O,O
कर	O,O,O
दिया	O,O,O
था	O,O,O
.	O,O,O

इसके	O,O,O
बावजूद	O,O,O
उन्होने	O,O,O
गांधी	B-PERSON,B-INDIVIDUAL,O
जी	I-PERSON,I-INDIVIDUAL,O
के	O,O,O
इस	O,O,O
प्रस्ताव	O,O,O
को	O,O,O
मान	O,O,O
लिया	O,O,O
कि	O,O,O
भारतीय	O,O,O
घायल	O,O,O
अंग्रेज	O,O,O
सैनिकों	O,O,O
को	O,O,O
उपचार	O,O,O
के	O,O,O
लिए	O,O,O
स्टेचर	O,O,O
पर	O,O,O
लाने	O,O,O
के	O,O,O
लिए	O,O,O
स्वैच्छा	O,O,O
पूर्वक	O,O,O
कार्य	O,O,O
कर	O,O,O
सकते	O,O,O
हैं	O,O,O
.	O,O,O

इस	O,O,O
कोर	O,O,O
की	O,O,O
बागडोर	O,O,O
गांधी	B-PERSON,B-INDIVIDUAL,O
ने	O,O,O
थामी	O,O,O
.	O,O,O

इंडियन	O,O,O
ओपिनिय	O,O,O
]	O,O,O
]	O,O,O
में	O,O,O
लिखा	O,O,O
कि	O,O,O
'	O,O,O
'	O,O,O
23	O,O,O
भारतीय	O,O,O
नामक	O,O,O
दस्तावेज	O,O,O
से	O,O,O
अवतरित	O,O,O
महात्मा	B-PERSON,B-INDIVIDUAL,O
गांधी	I-PERSON,I-INDIVIDUAL,O
की	O,O,O
संग्रहित	O,O,O
कृतियां	O,O,O
वॉल्यूम	O,O,O
5	O,O,O
दस्तावेज	O,O,O
#	O,O,O
दैवत्य	O,O,O
के	O,O,O
मुखैटे	O,O,O
के	O,O,O
पीछे	O,O,O
पेज	O,O,O
निवासियों	O,O,O
के	O,O,O
विरूद्ध	O,O,O
चलाए	O,O,O
गए	O,O,O
आप्रेशन	O,O,O
के	O,O,O
संबंध	O,O,O
में	O,O,O
प्रयोग	O,O,O
द्वारा	O,O,O
नेटाल	O,O,O
सरकार	O,O,O
के	O,O,O
कहने	O,O,O
पर	O,O,O
एक	O,O,O
कोर	O,O,O
का	O,O,O
गठन	O,O,O
किया	O,O,O
गया	O,O,O
है	O,O,O
.	O,O,O

'	O,O,O
'	O,O,O
दक्षिण	B-LOCATION,B-PLACE,B-NATION
अफ्रीका	I-LOCATION,I-PLACE,I-NATION
में	O,O,O
भारतीय	O,O,O
लोगों	O,O,O
से	O,O,O
'	O,O,O
'	O,O,O
इंडियन	O,O,O
ओपिनियन	O,O,O
'	O,O,O
'	O,O,O
में	O,O,O
अपने	O,O,O
कॉलमों	O,O,O
के	O,O,O
माध्‍यम	O,O,O
से	O,O,O
इस	O,O,O
युद्ध	O,O,O
में	O,O,O
शामिल	O,O,O
होने	O,O,O
के	O,O,O
लिए	O,O,O
आग्रह	O,O,O
किया	O,O,O
और	O,O,O
कहा	O,O,O
,	O,O,O
'	O,O,O
'	O,O,O
यदि	O,O,O
सरकार	O,O,O
केवल	O,O,O
यही	O,O,O
महसूस	O,O,O
करती	O,O,O
हे	O,O,O
कि	O,O,O
आरक्षित	O,O,O
बल	O,O,O
बेकार	O,O,O
हो	O,O,O
रहे	O,O,O
हैं	O,O,O
तब	O,O,O
वे	O,O,O
इसका	O,O,O
उपयोग	O,O,O
करेंगे	O,O,O
और	O,O,O
असली	O,O,O
लड़ाई	O,O,O
के	O,O,O
लिए	O,O,O
भारतीयों	O,O,O
का	O,O,O
प्रशिक्षण	O,O,O
देकर	O,O,O
इसका	O,O,O
अवसर	O,O,O
मेजर	O,O,O
गांधी	O,O,O
की	O,O,O
राय	O,O,O
में	O,O,O
,	O,O,O
1906	O,O,O
का	O,O,O
मसौदा	O,O,O
अध्यादेश	O,O,O
भारतीयों	O,O,O
की	O,O,O
स्थिति	O,O,O
में	O,O,O
किसी	O,O,O
निवासी	O,O,O
के	O,O,O
नीचे	O,O,O
वाले	O,O,O
स्तर	O,O,O
के	O,O,O
समान	O,O,O
लाने	O,O,O
जैसा	O,O,O
था	O,O,O
.	O,O,O

काफिर	O,O,O
]	O,O,O
]	O,O,O
.	O,O,O

का	O,O,O
उदाहरण	O,O,O
देते	O,O,O
हुए	O,O,O
भारतीयों	O,O,O
से	O,O,O
अध्यादेश	O,O,O
का	O,O,O
विरोध	O,O,O
करने	O,O,O
का	O,O,O
आग्रह	O,O,O
किया	O,O,O
.	O,O,O

उनके	O,O,O
शब्दों	O,O,O
में	O,O,O
,	O,O,O
यहाँ	O,O,O
तक	O,O,O
कि	O,O,O
आधी	O,O,O
जातियां	O,O,O
और	O,O,O
काफिर	O,O,O
जो	O,O,O
हमसे	O,O,O
कम	O,O,O
आधुनिक	O,O,O
हैं	O,O,O
ने	O,O,O
भी	O,O,O
सरकार	O,O,O
का	O,O,O
विरोध	O,O,O
किया	O,O,O
है	O,O,O
.	O,O,O

पास	O,O,O
का	O,O,O
नियम	O,O,O
उन	O,O,O
पर	O,O,O
भी	O,O,O
लागू	O,O,O
होता	O,O,O
है	O,O,O
किंतु	O,O,O
वे	O,O,O
पास	O,O,O
गांधी	B-PERSON,B-INDIVIDUAL,O
की	O,O,O
संग्रहित	O,O,O
रचनाएं	O,O,O
वॉल्यूम	O,O,O
5	O,O,O
पेज	O,O,O
नहीं	O,O,O
दिखाते	O,O,O
हैं	O,O,O
.	O,O,O

नील	O,O,O
]	O,O,O
]	O,O,O
नकद	O,O,O
पैसा	O,O,O
देने	O,O,O
वाली	O,O,O
खाद्य	O,O,O
फसलों	O,O,O
की	O,O,O
खेती	O,O,O
वाले	O,O,O
आंदोलन	O,O,O
भी	O,O,O
महत्वपूर्ण	O,O,O
रहे	O,O,O
.	O,O,O

जमींदारों	O,O,O
(	O,O,O
अधिकांश	O,O,O
अंग्रेज	O,O,O
)	O,O,O
की	O,O,O
ताकत	O,O,O
से	O,O,O
दमन	O,O,O
हुए	O,O,O
भारतीयों	O,O,O
को	O,O,O
नाममात्र	O,O,O
भरपाई	O,O,O
भत्ता	O,O,O
दिया	O,O,O
गया	O,O,O
जिससे	O,O,O
वे	O,O,O
अत्यधिक	O,O,O
गरीबी	O,O,O
से	O,O,O
घिर	O,O,O
गए	O,O,O
.	O,O,O

पर्दा	O,O,O
]	O,O,O
]	O,O,O
से	O,O,O
बांध	O,O,O
दिया	O,O,O
गया	O,O,O
.	O,O,O

अब	O,O,O
एक	O,O,O
विनाशकारी	O,O,O
अकाल	O,O,O
के	O,O,O
कारण	O,O,O
शाही	O,O,O
कोष	O,O,O
की	O,O,O
भरपाई	O,O,O
के	O,O,O
लिए	O,O,O
अंग्रेजों	O,O,O
ने	O,O,O
दमनकारी	O,O,O
कर	O,O,O
लगा	O,O,O
दिए	O,O,O
जिनका	O,O,O
बोझ	O,O,O
दिन	O,O,O
प्रतिदिन	O,O,O
बढता	O,O,O
ही	O,O,O
गया	O,O,O
.	O,O,O

यह	O,O,O
स्थिति	O,O,O
निराशजनक	O,O,O
थी	O,O,O
.	O,O,O

उन्होंने	O,O,O
गांवों	O,O,O
का	O,O,O
एक	O,O,O
विस्तृत	O,O,O
अध्ययन	O,O,O
और	O,O,O
सर्वेक्षण	O,O,O
किया	O,O,O
जिसमें	O,O,O
प्राणियों	O,O,O
पर	O,O,O
हुए	O,O,O
अत्याचार	O,O,O
के	O,O,O
भयानक	O,O,O
कांडों	O,O,O
का	O,O,O
लेखाजोखा	O,O,O
रखा	O,O,O
गया	O,O,O
और	O,O,O
इसमें	O,O,O
लोगों	O,O,O
की	O,O,O
अनुत्पादकीय	O,O,O
सामान्य	O,O,O
अवस्था	O,O,O
को	O,O,O
भी	O,O,O
शामिल	O,O,O
किया	O,O,O
गया	O,O,O
था	O,O,O
.	O,O,O

ग्रामीणों	O,O,O
में	O,O,O
विश्‍वास	O,O,O
पैदा	O,O,O
करते	O,O,O
हुए	O,O,O
उन्होंने	O,O,O
अपना	O,O,O
कार्य	O,O,O
गांवों	O,O,O
की	O,O,O
सफाई	O,O,O
करने	O,O,O
से	O,O,O
आरंभ	O,O,O
किया	O,O,O
जिसके	O,O,O
अंतर्गत	O,O,O
स्कूल	O,O,O
और	O,O,O
अस्पताल	O,O,O
बनाए	O,O,O
गए	O,O,O
और	O,O,O
उपरोक्त	O,O,O
वर्णित	O,O,O
बहुत	O,O,O
सी	O,O,O
सामाजिक	O,O,O
बुराईयों	O,O,O
को	O,O,O
समाप्त	O,O,O
करने	O,O,O
के	O,O,O
लिए	O,O,O
ग्रामीण	O,O,O
नेतृत्व	O,O,O
प्रेरित	O,O,O
किया	O,O,O
.	O,O,O

लेकिन	O,O,O
इसके	O,O,O
प्रमुख	O,O,O
प्रभाव	O,O,O
उस	O,O,O
समय	O,O,O
देखने	O,O,O
को	O,O,O
मिले	O,O,O
जब	O,O,O
उन्हें	O,O,O
अशांति	O,O,O
फैलाने	O,O,O
के	O,O,O
लिए	O,O,O
पुलिस	O,O,O
ने	O,O,O
गिरफ्तार	O,O,O
किया	O,O,O
और	O,O,O
उन्हें	O,O,O
प्रांत	O,O,O
छोड़ने	O,O,O
के	O,O,O
लिए	O,O,O
आदेश	O,O,O
दिया	O,O,O
गया	O,O,O
.	O,O,O

हजारों	O,O,O
की	O,O,O
तादाद	O,O,O
में	O,O,O
